Filename,Label,seg_Start,seg_End,t_ms,CPP,strF0,Column1
third_sample.mat,third_sample.mat,1,3000,1,0,234.198,
third_sample.mat,third_sample.mat,1,3000,2,0,231.54,
third_sample.mat,third_sample.mat,1,3000,3,0,229.403,
third_sample.mat,third_sample.mat,1,3000,4,0,227.139,
third_sample.mat,third_sample.mat,1,3000,5,0,223.049,
third_sample.mat,third_sample.mat,1,3000,6,0,218.493,
third_sample.mat,third_sample.mat,1,3000,7,0,216.891,
third_sample.mat,third_sample.mat,1,3000,8,0,215.918,
third_sample.mat,third_sample.mat,1,3000,9,0,215.379,
third_sample.mat,third_sample.mat,1,3000,10,0,216.444,
third_sample.mat,third_sample.mat,1,3000,11,0,216.906,
third_sample.mat,third_sample.mat,1,3000,12,25.947,216.637,
third_sample.mat,third_sample.mat,1,3000,13,27.326,216.722,
third_sample.mat,third_sample.mat,1,3000,14,26.543,216.83,
third_sample.mat,third_sample.mat,1,3000,15,25.237,217.214,
third_sample.mat,third_sample.mat,1,3000,16,27.833,219.36,
third_sample.mat,third_sample.mat,1,3000,17,26.055,221.384,
third_sample.mat,third_sample.mat,1,3000,18,26.742,223.042,
third_sample.mat,third_sample.mat,1,3000,19,27.883,222.642,
third_sample.mat,third_sample.mat,1,3000,20,30.12,221.161,
third_sample.mat,third_sample.mat,1,3000,21,28.552,219.903,
third_sample.mat,third_sample.mat,1,3000,22,29.009,218.436,
third_sample.mat,third_sample.mat,1,3000,23,29.122,218.747,
third_sample.mat,third_sample.mat,1,3000,24,27.329,219.256,
third_sample.mat,third_sample.mat,1,3000,25,25.53,218.605,
third_sample.mat,third_sample.mat,1,3000,26,24.543,218.559,
third_sample.mat,third_sample.mat,1,3000,27,29.465,218.622,
third_sample.mat,third_sample.mat,1,3000,28,27.475,218.982,
third_sample.mat,third_sample.mat,1,3000,29,29.671,218.434,
third_sample.mat,third_sample.mat,1,3000,30,29.929,218.268,
third_sample.mat,third_sample.mat,1,3000,31,28.735,219.882,
third_sample.mat,third_sample.mat,1,3000,32,28.046,217.92,
third_sample.mat,third_sample.mat,1,3000,33,28.162,219.298,
third_sample.mat,third_sample.mat,1,3000,34,24.869,220.709,
third_sample.mat,third_sample.mat,1,3000,35,27.232,218.947,
third_sample.mat,third_sample.mat,1,3000,36,25.257,216.906,
third_sample.mat,third_sample.mat,1,3000,37,26.574,214.797,
third_sample.mat,third_sample.mat,1,3000,38,26.606,214.491,
third_sample.mat,third_sample.mat,1,3000,39,26.318,214.332,
third_sample.mat,third_sample.mat,1,3000,40,26.504,214.381,
third_sample.mat,third_sample.mat,1,3000,41,28.503,204.309,
third_sample.mat,third_sample.mat,1,3000,42,27.18,204.365,
third_sample.mat,third_sample.mat,1,3000,43,27.526,204.059,
third_sample.mat,third_sample.mat,1,3000,44,26.785,204.231,
third_sample.mat,third_sample.mat,1,3000,45,27.707,205.153,
third_sample.mat,third_sample.mat,1,3000,46,27.485,206.352,
third_sample.mat,third_sample.mat,1,3000,47,27.841,208.257,
third_sample.mat,third_sample.mat,1,3000,48,27.228,207.019,
third_sample.mat,third_sample.mat,1,3000,49,25.587,205.552,
third_sample.mat,third_sample.mat,1,3000,50,25.313,217.119,
third_sample.mat,third_sample.mat,1,3000,51,27.202,216.771,
third_sample.mat,third_sample.mat,1,3000,52,28.059,216.714,
third_sample.mat,third_sample.mat,1,3000,53,28.137,218.743,
third_sample.mat,third_sample.mat,1,3000,54,30.936,220.289,
third_sample.mat,third_sample.mat,1,3000,55,28.111,220.125,
third_sample.mat,third_sample.mat,1,3000,56,28.911,218.171,
third_sample.mat,third_sample.mat,1,3000,57,27.445,218.608,
third_sample.mat,third_sample.mat,1,3000,58,28.724,217.377,
third_sample.mat,third_sample.mat,1,3000,59,27.734,217.25,
third_sample.mat,third_sample.mat,1,3000,60,26.213,217.935,
third_sample.mat,third_sample.mat,1,3000,61,26.733,217.879,
third_sample.mat,third_sample.mat,1,3000,62,25.168,217.727,
third_sample.mat,third_sample.mat,1,3000,63,27.429,217.782,
third_sample.mat,third_sample.mat,1,3000,64,26.543,217.932,
third_sample.mat,third_sample.mat,1,3000,65,26.077,218.42,
third_sample.mat,third_sample.mat,1,3000,66,25.28,220.49,
third_sample.mat,third_sample.mat,1,3000,67,24.861,222.52,
third_sample.mat,third_sample.mat,1,3000,68,26.742,224.085,
third_sample.mat,third_sample.mat,1,3000,69,27.883,222.819,
third_sample.mat,third_sample.mat,1,3000,70,30.12,221.451,
third_sample.mat,third_sample.mat,1,3000,71,28.552,220.148,
third_sample.mat,third_sample.mat,1,3000,72,29.009,218.626,
third_sample.mat,third_sample.mat,1,3000,73,29.122,218.588,
third_sample.mat,third_sample.mat,1,3000,74,26.504,219.033,
third_sample.mat,third_sample.mat,1,3000,75,25.53,218.597,
third_sample.mat,third_sample.mat,1,3000,76,24.543,218.547,
third_sample.mat,third_sample.mat,1,3000,77,29.465,218.597,
third_sample.mat,third_sample.mat,1,3000,78,27.475,219.033,
third_sample.mat,third_sample.mat,1,3000,79,29.671,218.588,
third_sample.mat,third_sample.mat,1,3000,80,29.929,218.626,
third_sample.mat,third_sample.mat,1,3000,81,28.735,220.148,
third_sample.mat,third_sample.mat,1,3000,82,28.772,221.451,
third_sample.mat,third_sample.mat,1,3000,83,24.674,222.819,
third_sample.mat,third_sample.mat,1,3000,84,25.674,224.085,
third_sample.mat,third_sample.mat,1,3000,85,25.964,222.52,
third_sample.mat,third_sample.mat,1,3000,86,26.228,220.49,
third_sample.mat,third_sample.mat,1,3000,87,26.959,218.42,
third_sample.mat,third_sample.mat,1,3000,88,25.806,217.932,
third_sample.mat,third_sample.mat,1,3000,89,24.73,217.782,
third_sample.mat,third_sample.mat,1,3000,90,25.633,217.727,
third_sample.mat,third_sample.mat,1,3000,91,26.732,217.879,
third_sample.mat,third_sample.mat,1,3000,92,28.32,217.935,
third_sample.mat,third_sample.mat,1,3000,93,27.963,217.25,
third_sample.mat,third_sample.mat,1,3000,94,28.136,217.377,
third_sample.mat,third_sample.mat,1,3000,95,27.595,218.608,
third_sample.mat,third_sample.mat,1,3000,96,29.158,218.171,
third_sample.mat,third_sample.mat,1,3000,97,30.69,220.125,
third_sample.mat,third_sample.mat,1,3000,98,29.696,220.289,
third_sample.mat,third_sample.mat,1,3000,99,28.592,218.743,
third_sample.mat,third_sample.mat,1,3000,100,26.24,216.714,
third_sample.mat,third_sample.mat,1,3000,101,27.202,216.771,
third_sample.mat,third_sample.mat,1,3000,102,28.965,217.119,
third_sample.mat,third_sample.mat,1,3000,103,25.907,205.552,
third_sample.mat,third_sample.mat,1,3000,104,28.067,207.019,
third_sample.mat,third_sample.mat,1,3000,105,27.801,208.257,
third_sample.mat,third_sample.mat,1,3000,106,26.032,206.352,
third_sample.mat,third_sample.mat,1,3000,107,27.064,205.153,
third_sample.mat,third_sample.mat,1,3000,108,26.431,204.231,
third_sample.mat,third_sample.mat,1,3000,109,26.25,204.059,
third_sample.mat,third_sample.mat,1,3000,110,26.955,204.365,
third_sample.mat,third_sample.mat,1,3000,111,26.866,204.309,
third_sample.mat,third_sample.mat,1,3000,112,26.887,214.381,
third_sample.mat,third_sample.mat,1,3000,113,26.278,214.332,
third_sample.mat,third_sample.mat,1,3000,114,26.148,214.491,
third_sample.mat,third_sample.mat,1,3000,115,25.986,214.797,
third_sample.mat,third_sample.mat,1,3000,116,26.765,216.906,
third_sample.mat,third_sample.mat,1,3000,117,27.139,218.947,
third_sample.mat,third_sample.mat,1,3000,118,29.951,220.709,
third_sample.mat,third_sample.mat,1,3000,119,28.778,219.298,
third_sample.mat,third_sample.mat,1,3000,120,29.064,217.92,
third_sample.mat,third_sample.mat,1,3000,121,28.552,219.882,
third_sample.mat,third_sample.mat,1,3000,122,29.009,218.268,
third_sample.mat,third_sample.mat,1,3000,123,29.122,218.434,
third_sample.mat,third_sample.mat,1,3000,124,26.504,218.982,
third_sample.mat,third_sample.mat,1,3000,125,25.53,218.622,
third_sample.mat,third_sample.mat,1,3000,126,24.543,218.559,
third_sample.mat,third_sample.mat,1,3000,127,29.465,218.605,
third_sample.mat,third_sample.mat,1,3000,128,29.31,219.256,
third_sample.mat,third_sample.mat,1,3000,129,29.671,218.747,
third_sample.mat,third_sample.mat,1,3000,130,29.929,218.436,
third_sample.mat,third_sample.mat,1,3000,131,28.735,219.903,
third_sample.mat,third_sample.mat,1,3000,132,28.772,221.161,
third_sample.mat,third_sample.mat,1,3000,133,24.674,222.642,
third_sample.mat,third_sample.mat,1,3000,134,25.674,223.05,
third_sample.mat,third_sample.mat,1,3000,135,26.157,221.394,
third_sample.mat,third_sample.mat,1,3000,136,25.902,219.37,
third_sample.mat,third_sample.mat,1,3000,137,26.341,217.223,
third_sample.mat,third_sample.mat,1,3000,138,25.806,216.84,
third_sample.mat,third_sample.mat,1,3000,139,24.791,216.674,
third_sample.mat,third_sample.mat,1,3000,140,28.06,216.557,
third_sample.mat,third_sample.mat,1,3000,141,26.732,217.296,
third_sample.mat,third_sample.mat,1,3000,142,28.32,217.302,
third_sample.mat,third_sample.mat,1,3000,143,27.963,217.002,
third_sample.mat,third_sample.mat,1,3000,144,28.136,217.132,
